gameId,trialNum,partnerNum,repNum,roomId,text,total_num_words,total_num_chars,listener,speaker
76iJQ4QXdyAcYKseZ,9,1,2,room1,drunk dancer,2,12,gR2G6xLFF4jLsksxJ,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,9,2,2,room0,"kneeling dog, with bow, kneeling dog, with bow",8,40,gR2G6xLFF4jLsksxJ,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,9,2,2,room1,"standing one´, praying",4,20,up6Jjy6x3SYuzkRrC,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,10,0,2,room0,dancer,1,6,up6Jjy6x3SYuzkRrC,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,10,0,2,room1,is praying,2,10,sK8r54bPtKtwfCyE7,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,10,1,2,room0,goalkeeper flying arms open,4,27,sK8r54bPtKtwfCyE7,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,10,1,2,room1,flying,1,6,gR2G6xLFF4jLsksxJ,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,10,2,2,room0,drunk dancer,2,12,gR2G6xLFF4jLsksxJ,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,10,2,2,room1,"sitting, girl or dog",4,18,up6Jjy6x3SYuzkRrC,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,11,0,2,room0,standing prayer,2,15,up6Jjy6x3SYuzkRrC,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,11,0,2,room1,"wing, have wings",3,14,sK8r54bPtKtwfCyE7,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,11,1,2,room0,"staning prayer, arms infront",4,26,sK8r54bPtKtwfCyE7,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,11,1,2,room1,"the one kneeling, r",4,17,gR2G6xLFF4jLsksxJ,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,11,2,2,room0,flying arms open,3,16,gR2G6xLFF4jLsksxJ,NiKAGZngti7bqNjn2
76iJQ4QXdyAcYKseZ,11,2,2,room1,"arms open, flying",3,15,up6Jjy6x3SYuzkRrC,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,12,0,3,room0,dancer,1,6,NiKAGZngti7bqNjn2,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,12,0,3,room1,"wings, weirdst one",3,16,gR2G6xLFF4jLsksxJ,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,12,1,3,room0,"standing prayer, arms in front",5,28,NiKAGZngti7bqNjn2,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,12,1,3,room1,"the drunk, dancing",3,16,up6Jjy6x3SYuzkRrC,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,12,2,3,room0,"flying, you get it",4,16,NiKAGZngti7bqNjn2,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,12,2,3,room1,sitting,1,7,sK8r54bPtKtwfCyE7,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,13,0,3,room0,goalkeeper,1,10,NiKAGZngti7bqNjn2,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,13,0,3,room1,"backpack, backpack, mochila, mochila",4,30,gR2G6xLFF4jLsksxJ,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,13,1,3,room0,"arms open, flying, goalkeeper",4,25,NiKAGZngti7bqNjn2,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,13,1,3,room1,flying,1,6,up6Jjy6x3SYuzkRrC,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,13,2,3,room0,yes,1,3,NiKAGZngti7bqNjn2,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,13,2,3,room1,flying,1,6,sK8r54bPtKtwfCyE7,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,14,0,3,room0,kneeling prayer,2,15,NiKAGZngti7bqNjn2,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,14,0,3,room1,looks like its praying,4,22,gR2G6xLFF4jLsksxJ,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,14,1,3,room0,"looks like is dancing, leg up, head looking the ground",10,50,NiKAGZngti7bqNjn2,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,14,1,3,room1,"praying, and, kneeking",3,18,up6Jjy6x3SYuzkRrC,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,14,2,3,room0,"the one that have a backpack, but, okey",8,35,NiKAGZngti7bqNjn2,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,14,2,3,room1,drunk dancer,2,12,sK8r54bPtKtwfCyE7,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,15,0,3,room0,standing prayer,2,15,NiKAGZngti7bqNjn2,up6Jjy6x3SYuzkRrC
76iJQ4QXdyAcYKseZ,15,0,3,room1,"flying, arms open",3,15,gR2G6xLFF4jLsksxJ,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,15,1,3,room0,"dog, on the ground, bow, left",6,23,NiKAGZngti7bqNjn2,sK8r54bPtKtwfCyE7
76iJQ4QXdyAcYKseZ,15,1,3,room1,"the one that have a backpack, on the shoulder, down",10,47,up6Jjy6x3SYuzkRrC,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,15,2,3,room0,"drunk and dance, dancing",4,22,NiKAGZngti7bqNjn2,gR2G6xLFF4jLsksxJ
76iJQ4QXdyAcYKseZ,15,2,3,room1,"standing, prayer",2,14,sK8r54bPtKtwfCyE7,up6Jjy6x3SYuzkRrC
9wpj9KkiFEADFNfx8,0,0,0,room0,its a sitting person or rabbit looking back,8,43,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,0,0,0,room1,"The image looks like someone with their arms open, Behind their back",12,66,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,0,1,0,room0,"sitting person looking left, ok",5,29,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,0,1,0,room1,"people on the right side, up",6,28,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,0,2,0,room0,rabbit looking right,3,20,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,0,2,0,room1,"exercising man, looking left, at his knees, he doing crunches",10,55,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,1,0,0,room1,"The image looks like a bunny, Nice",7,32,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,1,1,0,room0,"looking right, somethng like rabbit",5,35,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,1,1,0,room1,"people on the left side, up, people sitting",8,41,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,1,2,0,room0,"person looking left, no, knee-loking",6,32,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,1,2,0,room1,"bunny looking left, noo, he is looking right",8,40,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,2,0,0,room0,"sitting person, looking left",4,26,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,2,0,0,room1,"The image looks like a baby, with a star on their head, nicely done",14,63,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,2,1,0,room0,rabbit loking left xD,4,21,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,2,1,0,room1,"sitting on the left side, down",6,30,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,2,2,0,room0,yes,1,3,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,2,2,0,room1,now is the bunny looking right,6,30,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,3,0,0,room0,a sitting person in the middle looking at you,9,45,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,3,0,0,room1,"Looks like a man looking at his knees, well done",10,46,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,3,1,0,room0,"direct looking person, ok",4,23,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,3,1,0,room1,"human looking us on the right side, down",8,38,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,3,2,0,room0,arms back,2,9,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,3,2,0,room1,baby,1,4,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,4,0,1,room1,it looks like a baby,5,20,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,4,1,1,room0,looking at his knees,4,20,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,4,1,1,room1,"bunny, Looks like a bunny person, BUNNY, has 2 ears, see",11,48,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,4,2,1,room0,Baby,1,4,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,4,2,1,room1,"people sitting with knees, left",5,29,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,5,0,1,room1,"the man with arms behind his back, nice, yeah",9,41,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,5,1,1,room0,bunny looking right,3,19,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,5,1,1,room1,"Look like a person looking at his knees, fat person looking at his knees",14,70,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,5,2,1,room0,arms behind,2,11,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,5,2,1,room1,human with hand back,4,20,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,6,0,1,room1,bunny,1,5,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,6,1,1,room0,baby,1,4,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,6,1,1,room1,"baby, baby with star in head, ",7,26,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,6,2,1,room0,knee,1,4,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,6,2,1,room1,baby,1,4,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,7,0,1,room1,"the man exercising, doing crunches",5,32,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,7,1,1,room0,bunny looking left,3,18,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,7,1,1,room1,"Looks like a person with hand behind his back, hands*, person with hands behind his back",17,84,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,7,2,1,room0,bunny,1,5,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,7,2,1,room1,"bunny, left",2,9,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,8,0,2,room0,it's a sitting dog or rabiit loking left,9,40,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,8,0,2,room1,"looks like a baby, are we the only ones doing this, shouldnt this switch",14,68,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,8,1,2,room0,bunny left,2,10,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,8,1,2,room1,"people which looking us, right side, down",7,37,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,8,2,2,room0,baby,1,4,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,8,2,2,room1,"man exercising, looking at his knees",6,34,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,9,0,2,room0,"the one you chosed before, looking left",7,37,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,9,0,2,room1,arms behind his back,4,20,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,9,1,2,room0,baby,1,4,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,9,1,2,room1,people sitting on the left side,6,31,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,9,2,2,room0,arms back,2,9,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,9,2,2,room1,bunny looking right,3,19,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,10,0,2,room0,"person looking at you, directly",5,29,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,10,0,2,room1,"doing crunches, its 16 rounds with the same people, ",10,48,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,10,1,2,room0,exercising knee-loking-man xD,5,29,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,10,1,2,room1,"bunny, on the left side, down",6,25,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,10,2,2,room0,rabbit,1,6,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,10,2,2,room1,baby,1,4,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,11,0,2,room0,"right looking, with ears, or something on head, up for me",11,51,seW6HvhD9zC4ToSZy,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,11,0,2,room1,"bunny, laggy, I have to type twice",7,30,QzbYDCJLpA454ptia,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,11,1,2,room0,bunny right,2,11,QzbYDCJLpA454ptia,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,11,1,2,room1,people with hand on the back,6,28,CTWQ52YTATppdzer5,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,11,2,2,room0,knee,1,4,CTWQ52YTATppdzer5,AQ7Rw7b42BTvhgRbJ
9wpj9KkiFEADFNfx8,11,2,2,room1,man with hand behind his back,6,29,seW6HvhD9zC4ToSZy,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,12,0,3,room0,"same choice as before, left down",6,30,AQ7Rw7b42BTvhgRbJ,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,12,0,3,room1,"arms behind his back, it has some latency i think",10,47,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,12,1,3,room0,exercising,1,10,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,12,1,3,room1,"Baby, with star on head",5,21,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,12,2,3,room0,baby,1,4,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,12,2,3,room1,baby with see his knee,5,22,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,13,0,3,room0,"on the right side, up",5,19,AQ7Rw7b42BTvhgRbJ,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,13,0,3,room1,"bunny, $",3,6,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,13,1,3,room0,bunny right,2,11,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,13,1,3,room1,hands behind back,3,17,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,13,2,3,room0,knees,1,5,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,13,2,3,room1,"people looking at the right side, left side",8,41,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,14,0,3,room0,"on left side, up, human sitting",6,27,AQ7Rw7b42BTvhgRbJ,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,14,0,3,room1,"crunches, I was waiting like 15 minutes in lobby, how about you",12,59,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,14,1,3,room0,bunny left,2,10,AQ7Rw7b42BTvhgRbJ,QzbYDCJLpA454ptia
9wpj9KkiFEADFNfx8,14,1,3,room1,"sitting down, looking at his knees",6,32,seW6HvhD9zC4ToSZy,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,14,2,3,room0,arms,1,4,AQ7Rw7b42BTvhgRbJ,CTWQ52YTATppdzer5
9wpj9KkiFEADFNfx8,14,2,3,room1,baby with arm on the back side,7,30,QzbYDCJLpA454ptia,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,15,0,3,room0,"people look us, right, down",5,23,AQ7Rw7b42BTvhgRbJ,seW6HvhD9zC4ToSZy
9wpj9KkiFEADFNfx8,15,0,3,room1,"baby, yeah, thanks, bye",4,17,CTWQ52YTATppdzer5,QzbYDCJLpA454ptia
